Order_ID,Date_Time,Category,Demand_Level,Traffic_Congestion,Delivery_Mode,Driver_Availability,Distance_km,Base_Price,Weather_Impact,Special_Event,Payment_Method,Final_Price
3366,2025-03-03 16:52:00,Pharmacy,High,Moderate,Scheduled,High,4.4,6.62,Clear,Sports Event,E-Wallet,9.97
3367,2025-03-30 04:49:00,Food Delivery,High,Moderate,Express,High,2.7,12.4,Stormy,Holiday,E-Wallet,34.85
3368,2025-03-12 08:32:00,Electronics,Medium,Moderate,Express,Low,3.1,12.06,Stormy,Festival,E-Wallet,41.43
3369,2025-03-18 23:26:00,Groceries,Medium,Moderate,Standard,Low,6.3,10.28,Clear,Sports Event,Cash,21.02
3370,2025-03-13 10:56:00,Food Delivery,Medium,Moderate,Scheduled,Medium,4.0,14.37,Clear,None,UPI,15.65
3371,2025-03-30 01:10:00,Food Delivery,High,Heavy,Scheduled,Medium,9.9,14.73,Stormy,None,Debit Card,24.82
3372,2025-03-05 08:45:00,Food Delivery,Medium,Moderate,Standard,High,8.9,7.11,Stormy,Festival,Debit Card,12.08
3373,2025-03-07 18:37:00,Groceries,Low,Heavy,Scheduled,Low,2.9,6.24,Clear,Festival,Debit Card,11.39
3374,2025-03-13 07:10:00,Fashion,Low,Moderate,Scheduled,Medium,1.9,12.41,Rainy,Sports Event,Debit Card,19.17
3375,2025-03-24 04:21:00,Groceries,Medium,Heavy,Express,Low,3.1,5.84,Stormy,Festival,UPI,21.89
3376,2025-03-02 02:22:00,Food Delivery,Medium,Moderate,Standard,High,4.4,5.61,Snowy,None,UPI,7.33
3377,2025-03-12 02:45:00,Electronics,Low,Light,Express,High,2.5,9.2,Clear,None,Cash,11.59
3378,2025-03-18 22:41:00,Pharmacy,Low,Light,Scheduled,High,3.9,10.54,Rainy,Holiday,UPI,13.32
3379,2025-03-14 11:15:00,Groceries,Low,Heavy,Scheduled,High,3.3,7.5,Snowy,Holiday,Credit Card,11.37
3380,2025-03-25 23:29:00,Food Delivery,Medium,Moderate,Express,Medium,6.0,12.56,Snowy,Sports Event,Credit Card,33.19
3381,2025-03-16 12:04:00,Fashion,Low,Moderate,Express,Medium,7.7,8.36,Stormy,Festival,Debit Card,20.08
3382,2025-03-21 16:16:00,Food Delivery,Medium,Light,Standard,Medium,6.7,11.22,Stormy,Festival,Cash,19.25
3383,2025-03-15 03:13:00,Electronics,Low,Moderate,Standard,Medium,1.3,13.17,Rainy,Sports Event,Debit Card,22.6
3384,2025-03-16 13:11:00,Pharmacy,High,Heavy,Standard,High,9.8,7.46,Snowy,Festival,Credit Card,16.34
3385,2025-03-03 02:49:00,Fashion,Medium,Light,Express,Medium,8.9,10.86,Clear,None,Debit Card,16.72
3386,2025-03-17 09:14:00,Groceries,High,Light,Scheduled,Medium,9.3,11.0,Clear,Sports Event,E-Wallet,16.73
3387,2025-03-16 18:49:00,Electronics,Low,Moderate,Scheduled,Low,1.2,12.52,Rainy,Holiday,E-Wallet,25.14
3388,2025-03-12 04:41:00,Fashion,Medium,Heavy,Express,Medium,9.1,11.92,Clear,Sports Event,Debit Card,28.64
3389,2025-03-13 02:46:00,Food Delivery,High,Heavy,Express,Medium,2.8,2.62,Clear,Sports Event,E-Wallet,7.44
3390,2025-03-15 14:47:00,Electronics,High,Light,Scheduled,Medium,3.9,9.49,Clear,None,UPI,11.1
3391,2025-03-18 06:16:00,Food Delivery,Medium,Light,Scheduled,High,2.0,8.94,Clear,Festival,Cash,10.36
3392,2025-03-15 20:45:00,Fashion,Low,Light,Scheduled,Medium,5.8,4.05,Clear,Festival,E-Wallet,4.74
3393,2025-03-19 13:40:00,Fashion,Low,Heavy,Scheduled,Medium,9.2,8.08,Clear,Sports Event,Credit Card,11.34
3394,2025-03-19 23:39:00,Fashion,Low,Moderate,Scheduled,Medium,3.0,11.66,Clear,Festival,Debit Card,15.01
3395,2025-03-22 07:03:00,Pharmacy,High,Moderate,Express,Medium,2.4,9.08,Clear,None,Cash,18.18
3396,2025-03-27 20:47:00,Food Delivery,Low,Moderate,Express,Medium,3.6,5.7,Snowy,None,Cash,10.53
3397,2025-03-12 18:21:00,Fashion,Medium,Heavy,Express,High,5.4,3.07,Snowy,Holiday,Debit Card,7.97
3398,2025-03-11 11:27:00,Food Delivery,High,Light,Standard,Medium,7.9,14.98,Stormy,Holiday,Credit Card,30.38
3399,2025-03-12 14:52:00,Electronics,Medium,Light,Express,Medium,7.5,5.86,Clear,Festival,UPI,11.73
3400,2025-03-04 14:34:00,Groceries,High,Light,Scheduled,Low,6.7,7.71,Clear,None,Cash,11.73
3401,2025-03-06 11:59:00,Groceries,High,Light,Express,Medium,5.8,4.09,Snowy,Holiday,Credit Card,11.61
3402,2025-03-09 02:03:00,Food Delivery,Medium,Moderate,Standard,High,0.9,14.01,Snowy,Holiday,E-Wallet,23.8
3403,2025-03-23 20:03:00,Electronics,High,Light,Standard,High,9.6,13.34,Snowy,Holiday,UPI,24.35
3404,2025-03-18 09:08:00,Pharmacy,Medium,Moderate,Standard,High,4.5,10.12,Stormy,Sports Event,Credit Card,17.19
3405,2025-03-29 15:06:00,Electronics,High,Light,Standard,Low,4.7,12.54,Snowy,Holiday,Credit Card,33.06
3406,2025-03-26 23:00:00,Groceries,Medium,Moderate,Standard,Medium,8.1,14.04,Rainy,Holiday,Cash,26.5
3407,2025-03-12 18:00:00,Electronics,Low,Moderate,Scheduled,High,6.0,5.48,Snowy,Festival,Debit Card,7.62
3408,2025-03-09 01:02:00,Food Delivery,Medium,Heavy,Scheduled,High,3.6,10.25,Stormy,Holiday,Credit Card,17.1
3409,2025-03-10 04:58:00,Food Delivery,High,Light,Scheduled,Low,4.3,2.52,Rainy,Festival,Cash,5.98
3410,2025-03-21 05:53:00,Groceries,Low,Moderate,Standard,High,2.4,5.79,Clear,None,Cash,5.73
3411,2025-03-25 15:42:00,Pharmacy,Medium,Moderate,Express,High,6.2,4.56,Rainy,Festival,Debit Card,10.85
3412,2025-03-26 00:54:00,Fashion,Medium,Moderate,Standard,Low,4.3,10.18,Clear,Holiday,Cash,20.82
3413,2025-03-03 14:43:00,Fashion,Medium,Light,Standard,Medium,6.5,13.28,Clear,Holiday,E-Wallet,18.99
3414,2025-03-11 04:57:00,Food Delivery,High,Moderate,Scheduled,High,7.4,13.65,Rainy,Holiday,Debit Card,24.66
3415,2025-03-06 09:10:00,Groceries,Medium,Moderate,Scheduled,Medium,2.9,12.67,Stormy,Sports Event,E-Wallet,21.52
3416,2025-03-25 16:00:00,Pharmacy,High,Moderate,Standard,Medium,7.8,10.6,Snowy,Holiday,UPI,23.65
3417,2025-03-08 14:27:00,Groceries,Medium,Heavy,Standard,Medium,2.6,5.9,Rainy,None,Cash,9.35
3418,2025-03-01 08:23:00,Food Delivery,Low,Heavy,Standard,Medium,0.7,10.91,Clear,None,E-Wallet,13.09
3419,2025-03-13 05:46:00,Electronics,Medium,Moderate,Standard,Medium,3.7,2.36,Rainy,Sports Event,E-Wallet,4.45
3420,2025-03-25 16:26:00,Pharmacy,Low,Light,Standard,Low,3.6,10.13,Snowy,Sports Event,E-Wallet,20.54
3421,2025-03-28 03:40:00,Pharmacy,Medium,Heavy,Scheduled,Low,7.6,3.42,Snowy,Sports Event,Credit Card,8.24
3422,2025-03-13 23:20:00,Pharmacy,Low,Moderate,Scheduled,Low,6.5,12.22,Clear,Festival,E-Wallet,20.45
3423,2025-03-02 11:59:00,Electronics,High,Heavy,Standard,Medium,3.3,14.6,Rainy,None,E-Wallet,27.33
3424,2025-03-25 13:49:00,Pharmacy,Low,Moderate,Scheduled,High,8.9,7.01,Clear,Holiday,Credit Card,8.12
3425,2025-03-03 08:52:00,Food Delivery,High,Heavy,Standard,Medium,3.7,8.24,Rainy,Holiday,Credit Card,20.05
3426,2025-03-14 14:28:00,Fashion,High,Light,Scheduled,Low,0.8,14.71,Rainy,None,Cash,26.85
3427,2025-03-28 15:08:00,Groceries,Low,Heavy,Scheduled,Low,5.9,11.95,Rainy,Festival,UPI,26.17
3428,2025-03-26 14:37:00,Pharmacy,High,Light,Express,Low,9.3,6.24,Snowy,Sports Event,Debit Card,23.03
3429,2025-03-23 13:42:00,Groceries,High,Moderate,Standard,High,2.0,7.99,Clear,None,E-Wallet,10.28
3430,2025-03-11 09:09:00,Fashion,High,Light,Standard,High,7.5,13.78,Snowy,Holiday,Credit Card,25.15
3431,2025-03-09 22:23:00,Pharmacy,Medium,Moderate,Scheduled,Low,1.3,10.6,Stormy,None,UPI,18.01
3432,2025-03-01 18:06:00,Food Delivery,Medium,Moderate,Scheduled,High,7.1,5.27,Clear,None,Cash,5.17
3433,2025-03-01 23:15:00,Fashion,Medium,Heavy,Express,High,1.4,2.0,Rainy,Sports Event,Debit Card,5.19
3434,2025-03-26 21:58:00,Electronics,Low,Moderate,Express,Low,7.7,7.03,Clear,None,Debit Card,14.07
3435,2025-03-26 08:45:00,Pharmacy,High,Moderate,Express,Medium,4.6,11.46,Snowy,None,E-Wallet,27.53
3436,2025-03-08 06:33:00,Electronics,Low,Heavy,Express,High,1.2,4.19,Rainy,Holiday,Credit Card,9.88
3437,2025-03-14 08:44:00,Pharmacy,Low,Moderate,Standard,Medium,9.4,14.92,Rainy,None,Cash,19.69
3438,2025-03-21 18:26:00,Food Delivery,High,Light,Express,Low,8.7,9.25,Clear,Festival,UPI,28.45
3439,2025-03-03 15:28:00,Groceries,Medium,Moderate,Standard,High,1.1,9.04,Stormy,Holiday,Credit Card,15.36
3440,2025-03-29 03:33:00,Electronics,Low,Light,Standard,High,2.7,12.0,Stormy,Holiday,UPI,16.85
3441,2025-03-23 06:40:00,Pharmacy,Low,Moderate,Standard,Medium,1.8,2.91,Rainy,Festival,Credit Card,4.99
3442,2025-03-10 20:21:00,Food Delivery,Medium,Moderate,Scheduled,Medium,7.1,11.37,Snowy,None,Debit Card,14.86
3443,2025-03-20 10:02:00,Pharmacy,High,Moderate,Express,High,2.6,8.36,Stormy,Festival,E-Wallet,23.5
3444,2025-03-13 09:18:00,Groceries,Low,Heavy,Scheduled,Medium,10.0,4.27,Snowy,Festival,Cash,7.19
3445,2025-03-19 18:01:00,Fashion,Low,Heavy,Scheduled,High,1.6,10.22,Clear,Festival,Cash,12.91
3446,2025-03-07 13:05:00,Fashion,Medium,Heavy,Scheduled,High,6.9,11.06,Stormy,Holiday,Credit Card,18.45
3447,2025-03-09 16:17:00,Pharmacy,Low,Moderate,Scheduled,High,4.6,6.34,Rainy,None,E-Wallet,6.78
3448,2025-03-16 03:20:00,Fashion,Medium,Moderate,Scheduled,Medium,4.4,14.3,Rainy,Festival,E-Wallet,24.29
3449,2025-03-15 00:11:00,Food Delivery,Low,Moderate,Express,High,3.8,9.95,Clear,None,UPI,13.79
3450,2025-03-16 09:41:00,Groceries,Low,Moderate,Standard,Medium,5.6,10.07,Rainy,None,UPI,13.29
3451,2025-03-04 04:39:00,Pharmacy,High,Light,Scheduled,Medium,6.9,6.42,Snowy,Festival,UPI,11.72
3452,2025-03-22 14:57:00,Electronics,Low,Light,Express,Medium,5.9,10.41,Rainy,Sports Event,Credit Card,22.74
3453,2025-03-15 23:29:00,Food Delivery,High,Heavy,Scheduled,Medium,9.4,13.2,Clear,Holiday,UPI,24.09
3454,2025-03-03 19:38:00,Pharmacy,High,Heavy,Express,Medium,4.0,12.43,Clear,Festival,Cash,35.29
3455,2025-03-06 00:47:00,Fashion,High,Light,Scheduled,High,3.4,2.15,Rainy,Holiday,E-Wallet,3.53
3456,2025-03-30 06:00:00,Pharmacy,Low,Moderate,Scheduled,Medium,1.2,6.39,Stormy,None,Credit Card,7.59
3457,2025-03-15 07:59:00,Groceries,High,Moderate,Standard,High,9.1,8.37,Rainy,None,UPI,12.93
3458,2025-03-31 05:31:00,Groceries,Low,Light,Scheduled,High,4.8,13.92,Snowy,Sports Event,Cash,17.59
3459,2025-03-21 13:33:00,Groceries,Low,Heavy,Scheduled,Medium,3.2,3.72,Rainy,Festival,UPI,6.27
3460,2025-03-28 03:24:00,Pharmacy,Low,Heavy,Standard,Medium,9.3,9.19,Rainy,None,Cash,13.23
3461,2025-03-11 02:27:00,Food Delivery,Medium,Heavy,Express,High,4.4,2.43,Clear,None,Cash,4.04
3462,2025-03-16 13:18:00,Groceries,Low,Moderate,Scheduled,High,7.1,6.7,Clear,Sports Event,UPI,7.76
3463,2025-03-05 20:46:00,Food Delivery,Medium,Light,Standard,Medium,6.4,3.44,Clear,Holiday,Cash,4.92
3464,2025-03-26 05:14:00,Food Delivery,High,Heavy,Scheduled,Medium,5.9,4.57,Snowy,Sports Event,Credit Card,10.01
3465,2025-03-28 21:16:00,Electronics,Medium,Heavy,Standard,Low,7.9,7.55,Rainy,Festival,Cash,20.21
3466,2025-03-03 02:49:00,Pharmacy,Low,Heavy,Express,Low,2.4,5.81,Stormy,Sports Event,UPI,19.79
3467,2025-03-25 05:30:00,Electronics,High,Light,Standard,Low,2.1,3.48,Stormy,Holiday,UPI,9.17
3468,2025-03-23 13:06:00,Electronics,Medium,Moderate,Scheduled,High,6.9,11.42,Snowy,Festival,UPI,17.46
3469,2025-03-21 15:43:00,Electronics,High,Moderate,Express,Medium,5.5,5.72,Rainy,Sports Event,Cash,17.86
3470,2025-03-21 23:36:00,Food Delivery,Low,Heavy,Scheduled,High,8.6,11.72,Clear,Festival,Cash,14.81
3471,2025-03-21 05:06:00,Fashion,Low,Heavy,Express,Medium,4.0,3.87,Snowy,Festival,UPI,10.14
3472,2025-03-10 03:01:00,Groceries,Medium,Light,Express,Medium,1.5,9.56,Rainy,Sports Event,UPI,22.97
3473,2025-03-21 10:06:00,Electronics,Medium,Moderate,Standard,High,8.8,6.21,Clear,None,Debit Card,6.76
3474,2025-03-03 14:14:00,Pharmacy,Low,Heavy,Standard,High,6.2,14.48,Clear,Holiday,UPI,20.33
3475,2025-03-06 21:44:00,Food Delivery,Medium,Moderate,Standard,Low,0.9,12.3,Stormy,Festival,Credit Card,30.18
3476,2025-03-25 15:31:00,Electronics,Low,Light,Express,High,6.5,3.03,Stormy,Sports Event,Credit Card,5.96
3477,2025-03-10 15:28:00,Pharmacy,Low,Moderate,Standard,Medium,7.7,7.81,Rainy,Festival,UPI,13.4
3478,2025-03-02 20:00:00,Electronics,High,Heavy,Express,Low,1.6,7.55,Rainy,Holiday,Credit Card,33.44
3479,2025-03-02 18:03:00,Groceries,Medium,Moderate,Express,Medium,2.3,3.79,Stormy,Sports Event,Debit Card,10.02
3480,2025-03-18 17:24:00,Food Delivery,Low,Moderate,Express,Medium,6.8,14.98,Snowy,None,Cash,27.68
3481,2025-03-13 06:55:00,Food Delivery,Medium,Heavy,Scheduled,High,8.5,7.02,Snowy,Sports Event,UPI,11.71
3482,2025-03-15 15:30:00,Fashion,Medium,Heavy,Scheduled,High,6.7,7.61,Clear,Festival,Credit Card,10.58
3483,2025-03-12 04:59:00,Fashion,Medium,Moderate,Scheduled,High,3.8,7.46,Clear,Sports Event,E-Wallet,9.51
3484,2025-03-17 06:54:00,Groceries,Low,Light,Express,Medium,2.7,12.91,Snowy,Sports Event,UPI,28.2
3485,2025-03-21 03:50:00,Groceries,High,Light,Scheduled,High,7.0,4.8,Snowy,Holiday,E-Wallet,7.88
3486,2025-03-25 09:41:00,Electronics,Low,Moderate,Standard,Medium,6.3,8.64,Stormy,None,Cash,11.4
3487,2025-03-24 18:27:00,Food Delivery,High,Moderate,Scheduled,High,8.9,2.54,Stormy,Holiday,E-Wallet,4.59
3488,2025-03-16 04:44:00,Groceries,High,Heavy,Standard,Low,9.1,3.17,Clear,Sports Event,Debit Card,8.36
3489,2025-03-31 02:37:00,Fashion,High,Heavy,Express,High,7.9,8.93,Snowy,Sports Event,Debit Card,27.38
3490,2025-03-10 14:47:00,Groceries,High,Light,Scheduled,Medium,9.8,11.7,Stormy,Sports Event,Credit Card,21.35
3491,2025-03-05 20:59:00,Food Delivery,High,Moderate,Express,Medium,9.6,10.21,Clear,None,Credit Card,20.44
3492,2025-03-24 03:21:00,Groceries,High,Heavy,Express,High,6.5,7.61,Clear,None,UPI,14.96
3493,2025-03-07 10:39:00,Electronics,Medium,Light,Express,Medium,2.8,9.12,Snowy,Festival,Cash,21.91
3494,2025-03-10 19:00:00,Groceries,Low,Light,Scheduled,Medium,4.5,14.55,Clear,Sports Event,UPI,17.02
3495,2025-03-18 06:55:00,Electronics,Low,Moderate,Standard,Low,4.0,14.06,Rainy,Festival,E-Wallet,31.37
3496,2025-03-12 03:30:00,Pharmacy,High,Light,Standard,Medium,6.7,7.52,Rainy,Sports Event,Cash,15.25
3497,2025-03-14 16:13:00,Groceries,High,Heavy,Standard,Medium,9.2,8.58,Clear,Holiday,Credit Card,17.4
3498,2025-03-17 07:04:00,Pharmacy,High,Light,Standard,Low,8.6,11.64,Stormy,Festival,UPI,30.69
3499,2025-03-23 07:28:00,Food Delivery,High,Light,Scheduled,High,7.0,3.37,Rainy,Sports Event,Credit Card,5.54
3500,2025-03-02 11:24:00,Groceries,Medium,Light,Scheduled,High,6.3,8.3,Stormy,None,Debit Card,8.87
3501,2025-03-19 19:56:00,Electronics,High,Light,Scheduled,High,1.4,6.28,Stormy,None,Debit Card,7.94
3502,2025-03-31 03:30:00,Food Delivery,Low,Moderate,Scheduled,Medium,4.2,10.77,Stormy,None,E-Wallet,12.79
3503,2025-03-13 15:44:00,Pharmacy,Low,Light,Express,Low,3.1,9.6,Snowy,Holiday,Cash,27.26
3504,2025-03-28 14:55:00,Food Delivery,Medium,Moderate,Scheduled,Medium,2.1,12.77,Rainy,Holiday,Credit Card,21.69
3505,2025-03-14 22:47:00,Pharmacy,High,Moderate,Express,Medium,7.2,6.1,Clear,Festival,UPI,15.88
3506,2025-03-26 07:33:00,Groceries,Low,Heavy,Standard,Low,5.7,10.84,Clear,None,UPI,16.91
3507,2025-03-08 16:41:00,Fashion,High,Moderate,Scheduled,Medium,2.1,4.12,Rainy,Sports Event,Debit Card,8.27
3508,2025-03-07 13:47:00,Fashion,Medium,Light,Scheduled,High,3.3,14.11,Stormy,None,UPI,15.09
3509,2025-03-23 18:08:00,Groceries,High,Moderate,Scheduled,Low,5.5,8.58,Snowy,Sports Event,Debit Card,22.39
3510,2025-03-02 23:27:00,Food Delivery,Medium,Light,Express,Low,6.3,2.82,Stormy,Sports Event,UPI,8.81
3511,2025-03-17 21:25:00,Food Delivery,Medium,Moderate,Standard,Medium,2.5,12.35,Rainy,Holiday,Cash,23.31
3512,2025-03-04 12:58:00,Groceries,Low,Moderate,Scheduled,Medium,8.5,7.43,Snowy,Holiday,E-Wallet,11.47
3513,2025-03-04 20:02:00,Pharmacy,Medium,Heavy,Express,Low,2.6,10.83,Clear,Holiday,Credit Card,33.82
3514,2025-03-27 23:53:00,Groceries,High,Heavy,Express,Low,2.2,12.23,Stormy,None,UPI,41.67
3515,2025-03-21 13:53:00,Food Delivery,Low,Moderate,Express,Low,1.2,7.01,Stormy,Sports Event,Credit Card,21.89
3516,2025-03-18 01:06:00,Food Delivery,Low,Heavy,Standard,Medium,3.6,14.85,Snowy,Holiday,Credit Card,27.8
3517,2025-03-19 19:38:00,Electronics,High,Heavy,Scheduled,Low,0.7,12.23,Snowy,Holiday,Credit Card,34.82
3518,2025-03-30 00:12:00,Fashion,Low,Heavy,Scheduled,Low,9.7,14.06,Clear,Festival,Credit Card,25.66
3519,2025-03-20 08:15:00,Groceries,High,Heavy,Standard,High,4.5,13.91,Stormy,Festival,Cash,30.47
3520,2025-03-20 05:07:00,Food Delivery,Medium,Light,Standard,High,6.1,7.3,Stormy,None,Cash,8.67
3521,2025-03-15 12:55:00,Groceries,Medium,Moderate,Standard,Medium,3.5,3.1,Stormy,None,E-Wallet,4.5
3522,2025-03-22 21:34:00,Food Delivery,Low,Moderate,Standard,Medium,9.4,2.86,Clear,None,Cash,3.15
3523,2025-03-25 12:36:00,Food Delivery,Medium,Moderate,Express,High,2.6,6.3,Snowy,Festival,Credit Card,14.98
3524,2025-03-12 10:47:00,Pharmacy,Low,Heavy,Scheduled,Medium,2.3,13.75,Rainy,Holiday,Debit Card,23.17
3525,2025-03-12 02:16:00,Electronics,Low,Moderate,Standard,Medium,8.0,12.47,Clear,Sports Event,Cash,17.83
3526,2025-03-06 14:44:00,Groceries,Low,Light,Standard,Medium,6.0,9.9,Snowy,None,E-Wallet,11.88
3527,2025-03-23 09:02:00,Groceries,Low,Heavy,Standard,High,6.5,13.78,Snowy,Holiday,E-Wallet,23.22
3528,2025-03-26 17:35:00,Food Delivery,Medium,Light,Standard,Low,3.7,12.18,Snowy,Festival,E-Wallet,27.17
3529,2025-03-22 12:21:00,Electronics,Medium,Moderate,Express,Low,9.2,5.64,Rainy,None,Cash,14.9
3530,2025-03-02 07:06:00,Food Delivery,High,Moderate,Standard,Low,2.8,12.97,Snowy,Holiday,E-Wallet,37.61
3531,2025-03-11 21:13:00,Electronics,High,Moderate,Express,High,4.0,14.28,Stormy,None,Cash,30.88
3532,2025-03-02 05:05:00,Fashion,High,Heavy,Express,Low,7.5,3.68,Clear,Sports Event,Debit Card,13.58
3533,2025-03-02 10:02:00,Electronics,Medium,Moderate,Scheduled,Medium,7.9,6.11,Rainy,Festival,E-Wallet,10.38
3534,2025-03-14 13:24:00,Pharmacy,Medium,Moderate,Standard,Medium,8.3,7.36,Stormy,None,E-Wallet,10.69
3535,2025-03-06 11:44:00,Electronics,Medium,Light,Standard,Low,2.0,13.62,Rainy,Holiday,Credit Card,30.38
3536,2025-03-15 14:53:00,Fashion,High,Heavy,Express,High,1.7,14.71,Clear,Festival,Cash,37.59
3537,2025-03-26 21:22:00,Electronics,High,Light,Standard,Low,3.0,11.91,Snowy,Holiday,E-Wallet,31.4
3538,2025-03-15 12:35:00,Pharmacy,Low,Light,Scheduled,High,9.8,6.39,Snowy,Holiday,Credit Card,8.07
3539,2025-03-27 00:46:00,Electronics,High,Moderate,Express,Low,3.0,11.28,Snowy,Sports Event,Debit Card,45.8
3540,2025-03-18 05:44:00,Pharmacy,High,Light,Standard,Low,7.5,11.51,Rainy,Festival,Credit Card,30.34
3541,2025-03-03 08:01:00,Pharmacy,Low,Moderate,Express,High,2.0,12.36,Rainy,Festival,E-Wallet,26.72
3542,2025-03-31 04:50:00,Fashion,Medium,Moderate,Express,High,2.1,8.04,Snowy,Sports Event,Credit Card,19.12
3543,2025-03-11 22:13:00,Fashion,High,Heavy,Scheduled,High,1.6,9.38,Stormy,Sports Event,UPI,18.49
3544,2025-03-19 01:08:00,Food Delivery,Low,Moderate,Express,Low,9.6,14.79,Clear,Festival,UPI,38.49
3545,2025-03-22 06:48:00,Pharmacy,High,Light,Scheduled,Medium,6.5,12.99,Stormy,Festival,Cash,23.71
3546,2025-03-28 09:05:00,Fashion,Medium,Heavy,Express,Medium,4.9,10.89,Clear,None,Debit Card,20.12
3547,2025-03-12 04:53:00,Food Delivery,Medium,Heavy,Scheduled,Low,1.1,8.57,Clear,None,Debit Card,13.24
3548,2025-03-06 07:57:00,Food Delivery,Low,Moderate,Scheduled,Low,4.5,12.71,Clear,None,Debit Card,16.36
3549,2025-03-01 14:38:00,Fashion,Medium,Moderate,Standard,High,7.1,6.18,Rainy,Sports Event,UPI,10.5
3550,2025-03-20 13:40:00,Electronics,High,Light,Standard,Medium,1.3,12.57,Snowy,Sports Event,E-Wallet,25.49
3551,2025-03-13 00:44:00,Electronics,Medium,Light,Scheduled,Medium,7.4,5.75,Snowy,Sports Event,Credit Card,8.88
3552,2025-03-11 06:12:00,Food Delivery,Medium,Moderate,Standard,High,7.7,4.54,Stormy,Festival,Credit Card,7.71
3553,2025-03-26 15:26:00,Groceries,Medium,Light,Express,High,6.4,2.19,Clear,Festival,Cash,3.95
3554,2025-03-12 19:10:00,Pharmacy,Low,Heavy,Standard,Low,3.3,4.83,Rainy,Holiday,Debit Card,11.75
3555,2025-03-11 15:26:00,Fashion,Medium,Moderate,Scheduled,Medium,7.4,5.29,Rainy,Holiday,Credit Card,8.99
3556,2025-03-07 16:22:00,Electronics,High,Heavy,Scheduled,Medium,8.7,14.12,Snowy,Holiday,Credit Card,30.93
3557,2025-03-16 13:47:00,Pharmacy,High,Moderate,Express,Medium,7.8,10.87,Stormy,None,Credit Card,26.11
3558,2025-03-16 10:52:00,Fashion,Low,Heavy,Standard,Medium,0.6,10.37,Clear,Holiday,Credit Card,16.18
3559,2025-03-02 10:41:00,Groceries,High,Heavy,Scheduled,Low,9.3,12.48,Snowy,Festival,E-Wallet,35.53
3560,2025-03-17 23:36:00,Food Delivery,Medium,Light,Standard,Low,10.0,6.24,Snowy,Holiday,E-Wallet,13.92
3561,2025-03-18 17:55:00,Groceries,Low,Light,Standard,Medium,2.2,7.59,Snowy,None,UPI,9.11
3562,2025-03-25 21:33:00,Pharmacy,Low,Light,Scheduled,Medium,1.6,12.54,Rainy,Holiday,Debit Card,17.61
3563,2025-03-28 18:58:00,Pharmacy,Medium,Heavy,Express,Medium,5.2,13.96,Snowy,Sports Event,E-Wallet,40.25
3564,2025-03-27 13:59:00,Fashion,Low,Heavy,Standard,Low,8.9,8.19,Snowy,Festival,Debit Card,19.93
3565,2025-03-01 17:24:00,Electronics,Low,Heavy,Standard,High,7.0,3.14,Snowy,Festival,E-Wallet,5.29
3566,2025-03-22 05:57:00,Electronics,Low,Heavy,Express,Medium,4.7,4.95,Snowy,Sports Event,Debit Card,12.97
3567,2025-03-20 05:45:00,Groceries,Low,Light,Scheduled,Medium,5.7,4.37,Snowy,Holiday,Cash,6.14
3568,2025-03-29 06:53:00,Groceries,High,Light,Express,High,1.4,2.24,Stormy,None,Debit Card,4.4
3569,2025-03-10 08:57:00,Fashion,High,Light,Scheduled,Medium,5.4,13.9,Rainy,None,E-Wallet,19.52
3570,2025-03-28 15:06:00,Food Delivery,High,Heavy,Standard,Low,9.9,12.49,Clear,Sports Event,Debit Card,32.93
3571,2025-03-11 19:53:00,Electronics,Medium,Light,Express,Low,9.7,4.59,Clear,None,E-Wallet,9.19
3572,2025-03-06 06:47:00,Pharmacy,Medium,Light,Standard,Medium,4.5,11.9,Rainy,Holiday,Debit Card,20.42
3573,2025-03-21 14:31:00,Pharmacy,High,Heavy,Express,High,6.6,7.6,Clear,Holiday,UPI,19.42
3574,2025-03-25 23:28:00,Electronics,High,Light,Standard,Medium,3.8,14.99,Stormy,Festival,Debit Card,30.4
3575,2025-03-15 23:33:00,Food Delivery,Low,Heavy,Standard,Low,7.6,3.7,Rainy,None,UPI,6.93
3576,2025-03-28 01:56:00,Fashion,Low,Heavy,Scheduled,Medium,5.6,7.36,Rainy,Sports Event,Credit Card,12.4
3577,2025-03-26 19:27:00,Electronics,Low,Light,Express,High,1.4,13.93,Rainy,Festival,Cash,27.38
3578,2025-03-17 00:25:00,Fashion,High,Moderate,Standard,High,7.7,7.32,Stormy,None,Credit Card,11.31
3579,2025-03-25 09:07:00,Fashion,High,Moderate,Scheduled,High,4.9,4.57,Clear,Sports Event,Debit Card,6.88
3580,2025-03-19 11:10:00,Electronics,Low,Light,Standard,Medium,8.5,7.02,Snowy,Sports Event,E-Wallet,10.95
3581,2025-03-11 11:30:00,Fashion,Low,Heavy,Express,Medium,3.1,10.83,Stormy,Sports Event,E-Wallet,28.38
3582,2025-03-23 22:49:00,Fashion,Low,Moderate,Express,Low,2.8,9.95,Stormy,None,E-Wallet,23.9
3583,2025-03-07 11:22:00,Groceries,High,Heavy,Standard,High,8.4,9.02,Clear,None,UPI,12.66
3584,2025-03-30 19:58:00,Food Delivery,Medium,Moderate,Scheduled,Medium,9.9,6.89,Rainy,None,E-Wallet,9.0
3585,2025-03-27 12:19:00,Groceries,Medium,Light,Scheduled,Medium,6.9,3.91,Stormy,Festival,UPI,6.04
